model_loss,accuracy,optimal_threshold,tpr,tnr,macro avg_precision,macro avg_recall,macro avg_f1-score,macro avg_support,weighted avg_precision,weighted avg_recall,weighted avg_f1-score,weighted avg_support
Random_Forest_Original_Loss,0.9603960396039604,0.5,0.9223300970873787,1.0,0.9626168224299065,0.9611650485436893,0.9603805040698244,202.0,0.9633570833718885,0.9603960396039604,0.9603649685356884,202.0
Random_Forest_Dice_Loss,0.9603960396039604,0.5210526315789473,0.9223300970873787,1.0,0.9626168224299065,0.9611650485436893,0.9603805040698244,202.0,0.9633570833718885,0.9603960396039604,0.9603649685356884,202.0
Random_Forest_Focal_Loss,0.9603960396039604,0.5210526315789473,0.9223300970873787,1.0,0.9626168224299065,0.9611650485436893,0.9603805040698244,202.0,0.9633570833718885,0.9603960396039604,0.9603649685356884,202.0
Random_Forest_Tversky_Loss,0.9504950495049505,0.26842105263157895,1.0,0.898989898989899,0.9557522123893805,0.9494949494949495,0.9502561071710007,202.0,0.9548760185753089,0.9504950495049505,0.9503243764092721,202.0
Logistic_Regression_Original_Loss,0.7871287128712872,0.5,0.6796116504854369,0.898989898989899,0.8022540983606558,0.7893007747376679,0.7852285933288826,202.0,0.8036946112644051,0.7871287128712872,0.7848285681620606,202.0
Logistic_Regression_Dice_Loss,0.806930693069307,0.3526315789473684,0.883495145631068,0.7272727272727273,0.8141646489104116,0.8053839364518977,0.8052073288331726,202.0,0.8133135952820464,0.806930693069307,0.8055701423565692,202.0
Logistic_Regression_Focal_Loss,0.801980198019802,0.5631578947368421,0.6310679611650486,0.9797979797979798,0.844333886124931,0.8054329704815142,0.7968828557063852,202.0,0.8468252795428797,0.801980198019802,0.7962456879172081,202.0
Logistic_Regression_Tversky_Loss,0.806930693069307,0.3526315789473684,0.883495145631068,0.7272727272727273,0.8141646489104116,0.8053839364518977,0.8052073288331726,202.0,0.8133135952820464,0.806930693069307,0.8055701423565692,202.0
Weighted_Logistic_Regression_Original_Loss,0.7871287128712872,0.5,0.6796116504854369,0.898989898989899,0.8022540983606558,0.7893007747376679,0.7852285933288826,202.0,0.8036946112644051,0.7871287128712872,0.7848285681620606,202.0
Weighted_Logistic_Regression_Dice_Loss,0.806930693069307,0.3526315789473684,0.883495145631068,0.7272727272727273,0.8141646489104116,0.8053839364518977,0.8052073288331726,202.0,0.8133135952820464,0.806930693069307,0.8055701423565692,202.0
Weighted_Logistic_Regression_Focal_Loss,0.801980198019802,0.5631578947368421,0.6310679611650486,0.9797979797979798,0.844333886124931,0.8054329704815142,0.7968828557063852,202.0,0.8468252795428797,0.801980198019802,0.7962456879172081,202.0
Weighted_Logistic_Regression_Tversky_Loss,0.806930693069307,0.3526315789473684,0.883495145631068,0.7272727272727273,0.8141646489104116,0.8053839364518977,0.8052073288331726,202.0,0.8133135952820464,0.806930693069307,0.8055701423565692,202.0
