model_loss,accuracy,optimal_threshold,tpr,tnr,macro avg_precision,macro avg_recall,macro avg_f1-score,macro avg_support,weighted avg_precision,weighted avg_recall,weighted avg_f1-score,weighted avg_support
Random_Forest_Original_Loss,0.9891891891891892,0.5,0.9901168014375562,0.988256549232159,0.9891930280218331,0.9891866753348576,0.9891890487986208,2220.0,0.9891907247222469,0.9891891891891892,0.9891891540915472,2220.0
Random_Forest_Dice_Loss,0.9900900900900901,0.4368421052631579,0.9919137466307277,0.988256549232159,0.9901010591282342,0.9900851479314434,0.9900898890083802,2220.0,0.9900963581118868,0.9900900900900901,0.9900900096574062,2220.0
Random_Forest_Focal_Loss,0.9490990990990991,0.9,0.89937106918239,0.999096657633243,0.9535239865097391,0.9492338634078165,0.9489849767406391,2220.0,0.9536469000489236,0.9490990990990991,0.9489784554630127,2220.0
Random_Forest_Tversky_Loss,0.9882882882882883,0.31052631578947365,0.9964061096136568,0.980126467931346,0.9884375464312769,0.9882662887725013,0.9882869193380284,2220.0,0.9884162238394214,0.9882882882882883,0.9882872615755934,2220.0
Logistic_Regression_Original_Loss,0.8612612612612612,0.5,0.8122192273135669,0.9105691056910569,0.864781170047786,0.8613941665023119,0.8609561117817205,2220.0,0.8648798590791839,0.8612612612612612,0.8609385070040547,2220.0
Logistic_Regression_Dice_Loss,0.8644144144144145,0.39473684210526316,0.8805031446540881,0.8482384823848238,0.8647956862031307,0.8643708135194559,0.8643681525169185,2220.0,0.8647655857987584,0.8644144144144145,0.8643749225506984,2220.0
Logistic_Regression_Focal_Loss,0.6684684684684684,0.9,0.34860736747529203,0.990063233965673,0.7871490918399788,0.6693353007204825,0.630930696504467,2220.0,0.7876498539639092,0.6684684684684684,0.6306125797929077,2220.0
Logistic_Regression_Tversky_Loss,0.8391891891891892,0.31052631578947365,0.9308176100628931,0.7470641373080398,0.8510285257013745,0.8389408736854664,0.8377511582549579,2220.0,0.8508561081793523,0.8391891891891892,0.8377924414396728,2220.0
Weighted_Logistic_Regression_Original_Loss,0.8369369369369369,0.5,0.7574123989218329,0.916892502258356,0.8457437732786783,0.8371524505900945,0.8359521974289298,2220.0,0.8458947476159653,0.8369369369369369,0.8359178460507436,2220.0
Weighted_Logistic_Regression_Dice_Loss,0.8441441441441442,0.3526315789473684,0.8957771787960467,0.7922312556458898,0.8478666065884173,0.8440042172209683,0.8436874236874237,2220.0,0.8477711588334358,0.8441441441441442,0.8437102597102597,2220.0
Weighted_Logistic_Regression_Focal_Loss,0.6112612612612612,0.9,0.23090745732255166,0.993676603432701,0.767928518311954,0.6122920303776264,0.5457626588198308,2220.0,0.7684840759610699,0.6112612612612612,0.5452964765960484,2220.0
Weighted_Logistic_Regression_Tversky_Loss,0.7905405405405406,0.26842105263157895,0.9595687331536388,0.6205962059620597,0.8281332628239026,0.7900824695578492,0.7841838971458461,2220.0,0.8278349078851458,0.7905405405405406,0.784284001766235,2220.0
