model_loss,accuracy,optimal_threshold,tpr,tnr,macro avg_precision,macro avg_recall,macro avg_f1-score,macro avg_support,weighted avg_precision,weighted avg_recall,weighted avg_f1-score,weighted avg_support
Random_Forest_Original_Loss,0.999508116084604,0.5,0.9990205680705191,1.0,0.9995064165844028,0.9995102840352595,0.9995081084677688,2033.0,0.9995086016560901,0.999508116084604,0.9995081170367084,2033.0
Random_Forest_Dice_Loss,1.0,0.39473684210526316,1.0,1.0,1.0,1.0,1.0,2033.0,1.0,1.0,1.0,2033.0
Random_Forest_Focal_Loss,1.0,0.39473684210526316,1.0,1.0,1.0,1.0,1.0,2033.0,1.0,1.0,1.0,2033.0
Random_Forest_Tversky_Loss,1.0,0.39473684210526316,1.0,1.0,1.0,1.0,1.0,2033.0,1.0,1.0,1.0,2033.0
Logistic_Regression_Original_Loss,0.9690113133300541,0.5,0.9725759059745348,0.9654150197628458,0.9690463054377916,0.9689954628686903,0.9690093937983945,2033.0,0.9690326128738942,0.9690113133300541,0.9690104735349531,2033.0
Logistic_Regression_Dice_Loss,0.9763895720609936,0.39473684210526316,0.9931439764936337,0.9594861660079052,0.9769899882728075,0.9763150712507694,0.9763790048508438,2033.0,0.9769198097545435,0.9763895720609936,0.9763812165925031,2033.0
Logistic_Regression_Focal_Loss,0.8327594687653713,0.9,0.6679725759059746,0.9990118577075099,0.8737123800227753,0.8334922168067422,0.8282618374656633,2033.0,0.8742649680307463,0.8327594687653713,0.8281388019589843,2033.0
Logistic_Regression_Tversky_Loss,0.9763895720609936,0.39473684210526316,0.9931439764936337,0.9594861660079052,0.9769899882728075,0.9763150712507694,0.9763790048508438,2033.0,0.9769198097545435,0.9763895720609936,0.9763812165925031,2033.0
Weighted_Logistic_Regression_Original_Loss,0.9690113133300541,0.5,0.9725759059745348,0.9654150197628458,0.9690463054377916,0.9689954628686903,0.9690093937983945,2033.0,0.9690326128738942,0.9690113133300541,0.9690104735349531,2033.0
Weighted_Logistic_Regression_Dice_Loss,0.9763895720609936,0.39473684210526316,0.9931439764936337,0.9594861660079052,0.9769899882728075,0.9763150712507694,0.9763790048508438,2033.0,0.9769198097545435,0.9763895720609936,0.9763812165925031,2033.0
Weighted_Logistic_Regression_Focal_Loss,0.8327594687653713,0.9,0.6679725759059746,0.9990118577075099,0.8737123800227753,0.8334922168067422,0.8282618374656633,2033.0,0.8742649680307463,0.8327594687653713,0.8281388019589843,2033.0
Weighted_Logistic_Regression_Tversky_Loss,0.9763895720609936,0.39473684210526316,0.9931439764936337,0.9594861660079052,0.9769899882728075,0.9763150712507694,0.9763790048508438,2033.0,0.9769198097545435,0.9763895720609936,0.9763812165925031,2033.0
