model_loss,accuracy,optimal_threshold,tpr,tnr,macro avg_precision,macro avg_recall,macro avg_f1-score,macro avg_support,weighted avg_precision,weighted avg_recall,weighted avg_f1-score,weighted avg_support
Random_Forest_Original_Loss,0.9824561403508771,0.5,0.9861111111111112,0.9787234042553191,0.982512315270936,0.9824172576832151,0.9824526838158332,285.0,0.9824786103189006,0.9824561403508771,0.9824552762171161,285.0
Random_Forest_Dice_Loss,0.9894736842105263,0.5210526315789473,0.9861111111111112,0.9929078014184397,0.9894612429823697,0.9895094562647755,0.9894731658068726,285.0,0.9894985666668394,0.9894736842105263,0.9894739434123532,285.0
Random_Forest_Focal_Loss,0.9754385964912281,0.7736842105263158,0.9513888888888888,1.0,0.9763513513513513,0.9756944444444444,0.9754337573421665,285.0,0.9766002844950213,0.9754385964912281,0.9754301279803702,285.0
Random_Forest_Tversky_Loss,0.9859649122807017,0.31052631578947365,0.9930555555555556,0.9787234042553191,0.9861289050951021,0.9858894799054374,0.9859605911330049,285.0,0.986058622460359,0.9859649122807017,0.985963183821623,285.0
Logistic_Regression_Original_Loss,0.9192982456140351,0.5,0.9583333333333334,0.8794326241134752,0.9220843672456576,0.9188829787234043,0.919103037184218,285.0,0.921750032649863,0.9192982456140351,0.919144867562036,285.0
Logistic_Regression_Dice_Loss,0.9228070175438596,0.4789473684210527,0.9652777777777778,0.8794326241134752,0.9261329755515803,0.9223552009456265,0.9225925925925926,285.0,0.9257634246618335,0.9228070175438596,0.922635477582846,285.0
Logistic_Regression_Focal_Loss,0.7263157894736842,0.9,0.4583333333333333,1.0,0.821917808219178,0.7291666666666666,0.7059523809523809,285.0,0.8237923576063446,0.7263157894736842,0.7051378446115288,285.0
Logistic_Regression_Tversky_Loss,0.9228070175438596,0.4789473684210527,0.9652777777777778,0.8794326241134752,0.9261329755515803,0.9223552009456265,0.9225925925925926,285.0,0.9257634246618335,0.9228070175438596,0.922635477582846,285.0
Weighted_Logistic_Regression_Original_Loss,0.9017543859649123,0.5,0.9513888888888888,0.851063829787234,0.905985248679358,0.9012263593380614,0.901403578135811,285.0,0.9055758103521536,0.9017543859649123,0.90146548539977,285.0
Weighted_Logistic_Regression_Dice_Loss,0.9228070175438596,0.6473684210526316,0.8958333333333334,0.950354609929078,0.9239291354125543,0.9230939716312057,0.922783251231527,285.0,0.9241880856899455,0.9228070175438596,0.9227689914441275,285.0
Weighted_Logistic_Regression_Focal_Loss,0.6456140350877193,0.9,0.2986111111111111,1.0,0.7913223140495868,0.6493055555555556,0.5980927381633878,285.0,0.7935189212701175,0.6456140350877193,0.5966380045840715,285.0
Weighted_Logistic_Regression_Tversky_Loss,0.8982456140350877,0.4368421052631579,0.9722222222222222,0.8226950354609929,0.9075757575757576,0.8974586288416075,0.8975188781014023,285.0,0.9069537480063796,0.8982456140350877,0.897609720093113,285.0
