species,concentration_index,endemicity_index
Arachniodes tripinnata,0.020833333333333332,0.0
Arachnis cathcartii,0.020833333333333332,0.0
Arachnis clarkei,0.0625,1.0986122886681096
Arachnis labrosa,0.020833333333333332,0.0
Arachnothryx leucophylla,0.10416666666666667,1.294545165844896
Aralia armata,0.041666666666666664,0.6931471805599453
Aralia cachemirica,0.08333333333333333,1.2798542258336674
Aralia cordata,0.041666666666666664,0.6931471805599453
Aralia gigantea,0.0625,1.0986122886681096
Aralia kingdon-wardii,0.020833333333333332,0.0
Aralia leschenaultii,0.125,1.667922984904554
Aralia malabarica,0.020833333333333332,0.0
Aralia parasitica,0.041666666666666664,0.6931471805599453
Aralia racemosa,0.020833333333333332,0.0
Aralia subcordata,0.020833333333333332,0.0
Aralia thomsonii,0.041666666666666664,0.6931471805599453
Aralia tibetana,0.0,0.0
Araucaria bidwillii,0.0625,1.0397207708399179
Araucaria columnaris,0.4583333333333333,2.872370771565454
Araucaria cookii,0.020833333333333332,0.0
Araucaria cunninghamii,0.041666666666666664,0.6931471805599453
Araucaria heterophylla,0.22916666666666666,2.2459520807289133
Araucarites cutchensis,0.020833333333333332,0.0
Araujia sericifera,0.020833333333333332,0.0
Arbutus unedo,0.020833333333333332,0.0
Arceuthobium minutissimum,0.041666666666666664,0.6730116670092565
Archaeolithothamnium lugeoni,0.020833333333333332,0.0
Archaeolithothamnium nonsteinensis,0.020833333333333332,0.0
Archidendron bigeminum,0.14583333333333334,1.457771327078791
Archidendron clypearia,0.08333333333333333,1.2130075659799042
Archidium birmannicum,0.0625,1.0397207708399179
Archidium indicum,0.020833333333333332,0.0
Archidium microthecium,0.041666666666666664,0.6931471805599453
Archidium ohioense,0.020833333333333332,0.0
Archontophoenix alexandrae,0.020833333333333332,0.0
Archontophoenix cunninghamiana,0.020833333333333332,0.0
Arctium lappa,0.08333333333333333,1.1816543399004964
Arcuatopterus sikkimensis,0.041666666666666664,0.6931471805599453
Arcyosperma primulifolium,0.08333333333333333,1.3296613488547582
Ardisia andamanica,0.020833333333333332,0.0
Ardisia blatteri,0.041666666666666664,0.6365141682948128
Ardisia complanata,0.041666666666666664,0.6931471805599453
Ardisia crenata,0.14583333333333334,1.8462202193216335
Ardisia elliptica,0.16666666666666666,1.425793645977574
Ardisia floribunda,0.020833333333333332,0.0
Ardisia helferiana,0.020833333333333332,0.0
Ardisia humilis,0.1875,1.8811665822012889
Ardisia icara,0.020833333333333332,0.0
Ardisia khasiana,0.020833333333333332,0.0
Ardisia macrocarpa,0.020833333333333332,0.0
Ardisia odontophylla,0.020833333333333332,0.0
Ardisia oxyphylla,0.020833333333333332,0.0
Ardisia pauciflora,0.10416666666666667,0.8330323414122058
Ardisia polysticta,0.0625,1.0986122886681096
Ardisia rhynchophylla,0.020833333333333332,0.0
Ardisia rothii,0.0625,0.6001660731596457
Ardisia sonchifolia,0.020833333333333332,0.0
Ardisia thomsonii,0.041666666666666664,0.6931471805599453
Areca catechu,0.4791666666666667,2.58646790946975
Areca triandra,0.08333333333333333,1.1489208938352913
Arenaria compressa,0.0625,1.0549201679861442
Arenaria leptoclados,0.08333333333333333,1.0888999753452235
Arenaria neelgherrensis,0.16666666666666666,1.7365344058597423
Arenaria orbiculata,0.10416666666666667,1.4941751382893083
Arenaria polytrichoides,0.0625,0.9530773732699247
Arenaria rotundifolia,0.020833333333333332,0.0
Arenaria serpyllifolia,0.16666666666666666,1.683696091868837
Arenga engleri,0.020833333333333332,0.0
Arenga micrantha,0.041666666666666664,0.5623351446188083
Arenga obtusifolia,0.020833333333333332,0.0
Arenga pinnata,0.041666666666666664,0.6931471805599453
Arenga porphyrocarpa,0.020833333333333332,0.0
Arenga westerhoutii,0.020833333333333332,0.0
Arenga wightii,0.08333333333333333,1.1032634988483543
Argemone mexicana,0.5,2.7164361303062488
Argemone ochroleuca,0.0625,0.8486855577264172
Argemone subfusiformis,0.020833333333333332,0.0
Argentina anserina,0.08333333333333333,0.34578665205924275
Argentina aristata,0.0,0.0
Argentina cardotiana,0.020833333333333332,0.0
Argentina commutata,0.020833333333333332,0.0
Argentina contigua,0.020833333333333332,0.3662040962227032
Argentina glabriuscula,0.0,0.0
Argentina leuconota,0.08333333333333333,1.2875503299472804
Argentina lineata,0.10416666666666667,1.303092403761719
Argentina micropetala,0.10416666666666667,1.4075317407193153
Argentina microphylla,0.125,1.3570045525889278
Argentina peduncularis,0.10416666666666667,1.493132891023379
Argentina polyphylla,0.0625,1.0310347706500822
Argentina pycnophylla,0.0,0.0
Argentina sericophylla,0.0,0.0
Argentina stenophylla,0.0,0.0
Argostemma courtallense,0.041666666666666664,0.6931471805599453
Argostemma khasianum,0.020833333333333332,0.0
Argostemma sarmentosum,0.041666666666666664,0.6931471805599453
Argostemma verticillatum,0.14583333333333334,1.9061547465398496
Argyranthemum frutescens,0.041666666666666664,0.5623351446188083
Argyreia argentea,0.0625,1.0397207708399179
Argyreia barbata,0.020833333333333332,0.0
Argyreia bracteata,0.0625,1.0986122886681096
Argyreia capitiformis,0.08333333333333333,1.1829249792322558
Argyreia cuneata,0.14583333333333334,1.4176825930768973
Argyreia cymosa,0.0625,1.0986122886681096
Argyreia daltonii,0.020833333333333332,0.0
Argyreia elliptica,0.125,1.4951050662587395
Argyreia fulgens,0.020833333333333332,0.0
Argyreia hirsuta,0.041666666666666664,0.6931471805599453
Argyreia hirsutissima,0.020833333333333332,0.0
Argyreia hookeri,0.041666666666666664,0.5982695885852573
Argyreia involucrata,0.08333333333333333,1.3862943611198906
Argyreia kondaparthiensis,0.020833333333333332,0.0
Argyreia leschenaultii,0.020833333333333332,0.0
Argyreia longifolia,0.020833333333333332,0.0
Argyreia mastersii,0.020833333333333332,0.0
Argyreia maymyensis,0.020833333333333332,0.0
Argyreia melvillei,0.020833333333333332,0.0
Argyreia mollis,0.020833333333333332,0.0
Argyreia nana,0.0,0.0
Argyreia nellygherya,0.020833333333333332,0.0
Argyreia nervosa,0.4583333333333333,2.603963934575817
Argyreia osyrensis,0.0625,1.0986122886681096
Argyreia pallida,0.020833333333333332,0.0
Argyreia popahensis,0.020833333333333332,0.0
Argyreia roxburghii,0.041666666666666664,0.6931471805599453
Argyreia sericea,0.16666666666666666,1.8773158106164407
Argyreia setosa,0.125,1.7478680974667573
Argyreia sikkimensis,0.020833333333333332,0.0
Argyreia splendens,0.020833333333333332,0.0
Argyreia srinivasanii,0.0625,0.8675632284814612
Argyreia thomsonii,0.041666666666666664,0.6365141682948128
Argyreia venusta,0.020833333333333332,0.0
Argyreia wallichii,0.020833333333333332,0.0
Argyreia zeylanica,0.020833333333333332,0.0
Argyrochosma formosa,0.020833333333333332,0.0
Argyrodendron trifoliolatum,0.0625,1.0397207708399179
Argyrolobium flaccidum,0.020833333333333332,0.0
Argyrolobium roseum,0.020833333333333332,0.0
Ariopsis macrosperma,0.020833333333333332,0.0
Ariopsis peltata,0.10416666666666667,1.2820462400528454
Arisaema anatinum,0.020833333333333332,0.0
Arisaema bogneri,0.020833333333333332,0.0
Arisaema concinnum,0.125,1.6674619334292948
Arisaema consanguineum,0.14583333333333334,1.8310204811135162
Arisaema decipiens,0.041666666666666664,0.5623351446188083
Arisaema echinatum,0.041666666666666664,0.6931471805599453
Arisaema erubescens,0.0625,1.0986122886681096
Arisaema flavum,0.0625,0.9502705392332347
Arisaema galeatum,0.041666666666666664,0.6931471805599453
Arisaema griffithii,0.041666666666666664,0.410116318288409
Arisaema intermedium,0.020833333333333332,0.0
Arisaema jacquemontii,0.20833333333333334,1.8261983849234165
Arisaema leschenaultii,0.14583333333333334,1.2592004731479975
Arisaema murrayi,0.10416666666666667,1.2759636066023679
Arisaema nepenthoides,0.14583333333333334,1.4360172929281037
Arisaema propinquum,0.14583333333333334,1.8065071652616695
Arisaema speciosum,0.08333333333333333,0.9881542242901942
Arisaema tortuosum,0.4375,2.6700772397704546
Arisaema translucens,0.020833333333333332,0.0
Arisaema utile,0.041666666666666664,0.6931471805599453
Arisaema wattii,0.0625,0.9556998911125343
Aristea ecklonii,0.020833333333333332,0.0
Aristida adscensionis,0.3541666666666667,2.16950043337356
Aristida cyanantha,0.08333333333333333,1.3296613488547582
Aristida funiculata,0.16666666666666666,1.9915093613566137
Aristida hystricula,0.041666666666666664,0.6931471805599453
Aristida hystrix,0.041666666666666664,0.6283829567464145
Aristida mutabilis,0.041666666666666664,0.6931471805599453
Aristida purpurea,0.020833333333333332,0.0
Aristida redacta,0.125,1.6094379124341003
Aristida setacea,0.125,1.628229739976327
Aristida spiciformis,0.020833333333333332,0.0
Aristolochia acuminata,0.10416666666666667,1.46548402487023
Aristolochia bracteolata,0.16666666666666666,1.518681127442139
Aristolochia gigantea,0.10416666666666667,1.3862943611198906
Aristolochia gurinderi,0.0,0.0
Aristolochia incisa,0.020833333333333332,0.0
Aristolochia indica,0.3958333333333333,2.2935138106522315
Aristolochia labiata,0.0625,1.0986122886681096
Aristolochia littoralis,0.14583333333333334,1.6731183626432506
Aristolochia pistolochia,0.020833333333333332,0.0
Aristolochia rethyae,0.020833333333333332,0.0
Aristolochia ringens,0.10416666666666667,1.4241299173467734
Aristolochia trilobata,0.020833333333333332,0.0
Arivela viscosa,0.5833333333333334,2.609827068812609
Arnebia benthamii,0.10416666666666667,1.2052156773503675
Arnebia euchroma,0.0625,0.6317985050854154
Arnebia guttata,0.0625,0.38228786998659336
Arnebia hispidissima,0.125,1.5691529462031188
Arnicratea grahamii,0.125,1.656438275358674
Artabotrys hexapetalus,0.3333333333333333,2.492203159286417
Artabotrys speciosus,0.0,0.0
Artabotrys zeylanicus,0.08333333333333333,1.1189688668816267
Artanema longifolium,0.041666666666666664,0.5004024235381879
Artemisia abrotanum,0.020833333333333332,0.0
Artemisia absinthium,0.0625,0.5181862130502128
Artemisia amygdalina,0.08333333333333333,1.2730283365896256
Artemisia annua,0.10416666666666667,1.3778195080390327
Artemisia biennis,0.041666666666666664,0.6365141682948128
Artemisia brevifolia,0.125,0.8515825001379672
Artemisia campbellii,0.020833333333333332,0.0
Artemisia capillaris,0.041666666666666664,0.6931471805599453
Artemisia caruifolia,0.020833333333333332,0.0
Artemisia compacta,0.0625,0.8018185525433372
Artemisia demissa,0.08333333333333333,0.4717250549587684
Artemisia desertorum,0.08333333333333333,1.1170006086921067
Artemisia dracunculus,0.0625,0.8662168219342938
Artemisia dubia,0.0625,1.0986122886681096
Artemisia fragrans,0.0625,0.5566469035821068
Artemisia gmelinii,0.020833333333333332,0.0
Artemisia hedinii,0.0625,0.40761595074373924
Artemisia indica,0.041666666666666664,0.6931471805599453
Artemisia japonica,0.16666666666666666,2.0431918705451206
Artemisia macrocephala,0.08333333333333333,0.42779043597859945
Artemisia minor,0.08333333333333333,0.31927070567116467
Artemisia moorcroftiana,0.125,0.8050998500612072
Artemisia nilagirica,0.14583333333333334,1.8891591637540217
Artemisia pallens,0.041666666666666664,0.6931471805599453
Artemisia parviflora,0.14583333333333334,1.7828914333957921
Artemisia persica,0.0625,0.6323694730330398
Artemisia robusta,0.041666666666666664,0.6931471805599453
Artemisia roxburghiana,0.20833333333333334,1.8377704637095484
Artemisia rutifolia,0.041666666666666664,0.410116318288409
Artemisia salsoloides,0.0625,0.3134228454418763
Artemisia scoparia,0.1875,1.7704851895422604
Artemisia sieversiana,0.08333333333333333,0.5705968539270366
Artemisia swatensis,0.041666666666666664,0.6931471805599453
Artemisia thellungiana,0.041666666666666664,0.6931471805599453
Artemisia tournefortiana,0.0625,0.48992590257608926
Artemisia verlotiorum,0.0625,1.0397207708399179
Artemisia vestita,0.16666666666666666,1.666332585328325
Artemisia vulgaris,0.14583333333333334,1.8310204811135162
Artemisiella stracheyi,0.041666666666666664,0.24493002679463532
Arthraxon castratus,0.020833333333333332,0.0
Arthraxon echinatus,0.020833333333333332,0.0
Arthraxon hispidus,0.3333333333333333,2.545976064512282
Arthraxon inermis,0.041666666666666664,0.6931471805599453
Arthraxon jubatus,0.041666666666666664,0.6283829567464145
Arthraxon lanceolatus,0.08333333333333333,1.3862943611198906
Arthraxon lancifolius,0.25,2.218418840309251
Arthraxon meeboldii,0.020833333333333332,0.0
Arthraxon nudus,0.041666666666666664,0.5004024235381879
Arthraxon prionodes,0.16666666666666666,2.0253262207700677
Arthraxon villosus,0.020833333333333332,0.0
Arthrocardia corymbosa,0.020833333333333332,0.0
Arthropteris palisotii,0.020833333333333332,0.0
Artocarpus altilis,0.3125,1.790310624076842
Artocarpus calophyllus,0.020833333333333332,0.0
Artocarpus chama,0.08333333333333333,1.1887156460254797
Artocarpus gomezianus,0.08333333333333333,1.1829249792322558
Artocarpus heterophyllus,0.5833333333333334,1.5531159944176067
Artocarpus hirsutus,0.125,1.1840392708833969
Artocarpus integer,0.020833333333333332,0.0
Artocarpus lacucha,0.16666666666666666,1.7818898538419452
Artocarpus lamellosus,0.0,0.0
Artocarpus teysmannii,0.0,0.0
Artocarpus zeylanicus,0.10416666666666667,1.4750763110546947
Arum jacquemontii,0.020833333333333332,0.0
Aruncus dioicus,0.020833333333333332,0.0
Aruncus sylvester,0.020833333333333332,0.2703100720721096
Arundina graminifolia,0.2916666666666667,2.3151763149716897
Arundinella bengalensis,0.041666666666666664,0.6365141682948128
Arundinella cannanorica,0.020833333333333332,0.0
Arundinella ciliata,0.10416666666666667,1.4184836619456567
Arundinella decempedalis,0.020833333333333332,0.0
Arundinella fuscata,0.125,1.7351264569629226
Arundinella hookeri,0.020833333333333332,0.0
Arundinella leptochloa,0.16666666666666666,1.8367436229433551
Arundinella mesophylla,0.041666666666666664,0.6931471805599453
Arundinella metzii,0.10416666666666667,1.46548402487023
Arundinella nepalensis,0.10416666666666667,1.5498260458782016
Arundinella nervosa,0.020833333333333332,0.0
Arundinella pumila,0.22916666666666666,2.0801083373195324
Arundinella setosa,0.16666666666666666,1.860593735194599
Arundinella spicata,0.020833333333333332,0.0
Arundinella tuberculata,0.020833333333333332,0.0
Arundinella vaginata,0.041666666666666664,0.6365141682948128
Arundo donax,0.375,2.5975087827449324
Arundo formosana,0.020833333333333332,0.0
Arundo plinii,0.020833333333333332,0.0
Arytera litoralis,0.020833333333333332,0.0
Asarum cordifolium,0.020833333333333332,0.0
Asarum himalaicum,0.020833333333333332,0.0
Asclepias curassavica,0.5,2.4289353785073025
Asclepias viridiflora,0.020833333333333332,0.0
Askellia alaica,0.041666666666666664,0.721059931164621
Askellia flexuosa,0.08333333333333333,0.4737267517786832
Askellia lactea,0.020833333333333332,0.0
Asparagopsis taxiformis,0.0625,1.0397207708399179
Asparagus adscendens,0.0625,0.8675632284814612
Asparagus aethiopicus,0.14583333333333334,1.9061547465398496
Asparagus capitatus,0.020833333333333332,0.0
Asparagus cochinchinensis,0.041666666666666664,0.6931471805599453
Asparagus densiflorus,0.10416666666666667,1.5498260458782016
Asparagus dumosus,0.0625,1.0397207708399179
Asparagus filicinus,0.10416666666666667,1.4270610433807247
Asparagus fysonii,0.041666666666666664,0.5623351446188083
Asparagus gonoclados,0.08333333333333333,1.3862943611198906
Asparagus laevissimus,0.0625,1.0986122886681096
Asparagus lycopodineus,0.020833333333333332,0.0
Asparagus officinalis,0.10416666666666667,1.5229550675313184
Asparagus racemosus,0.4583333333333333,2.596491862975965
Asparagus setaceus,0.20833333333333334,2.1383972463477248
Asperifolia arguta,0.020833333333333332,0.0
Asperugo procumbens,0.125,1.2847955428079183
Asperula brachyantha,0.020833333333333332,0.0
Asperula oppositifolia,0.0625,1.0986122886681096
Asphodelus fistulosus,0.020833333333333332,0.0
Asphodelus tenuifolius,0.08333333333333333,1.2636544318820964
Aspidocarya uvifera,0.020833333333333332,0.0
Aspidopterys cordata,0.10416666666666667,1.5229550675313182
Aspidopterys glabriuscula,0.041666666666666664,0.6931471805599453
Aspidopterys indica,0.041666666666666664,0.6931471805599453
Aspidopterys wallichii,0.020833333333333332,0.0
Asplenium adiantum-nigrum,0.020833333333333332,0.0
Asplenium aethiopicum,0.08333333333333333,1.1970891469039358
Asplenium auritum,0.020833333333333332,0.0
Asplenium bullatum,0.020833333333333332,0.0
Asplenium caudatum,0.020833333333333332,0.0
Asplenium ceterach,0.041666666666666664,0.6931471805599453
Asplenium dalhousiae,0.0625,0.9743147528693494
Asplenium dalhousieae,0.020833333333333332,0.0
Asplenium decrescens,0.020833333333333332,0.34657359027997264
Asplenium ensiforme,0.10416666666666667,1.4131592104937751
Asplenium erectum,0.0625,1.0310347706500824
Asplenium exiguum,0.0625,1.0114042647073518
Asplenium falcatum,0.0,0.0
Asplenium finlaysonianum,0.0,0.0
Asplenium fontanum,0.041666666666666664,0.6931471805599453
Asplenium formosum,0.041666666666666664,0.7324081924454064
Asplenium grevillei,0.020833333333333332,0.0
Asplenium griffithianum,0.020833333333333332,0.0
Asplenium inaequilaterale,0.0625,0.902959913328277
Asplenium laciniatum,0.16666666666666666,1.9008435924072562
Asplenium lunulatum,0.020833333333333332,0.0
Asplenium macrophyllum,0.020833333333333332,0.0
Asplenium monanthes,0.020833333333333332,0.0
Asplenium nidus,0.16666666666666666,1.839706481303352
Asplenium nitidum,0.041666666666666664,0.6931471805599453
Asplenium normale,0.10416666666666667,1.4729377586898837
Asplenium pellucidum,0.020833333333333332,0.0
Asplenium phyllitidis,0.020833333333333332,0.0
Asplenium polyodon,0.020833333333333332,0.0
Asplenium praemorsum,0.020833333333333332,0.0
Asplenium ruta-muraria,0.020833333333333332,0.0
Asplenium septentrionale,0.0625,1.0114042647073518
Asplenium serricula,0.041666666666666664,0.7324081924454064
Asplenium simonsianum,0.020833333333333332,0.0
Asplenium sulcatum,0.020833333333333332,0.0
Asplenium tenuifolium,0.08333333333333333,1.2620838308367306
Asplenium trichomanes,0.16666666666666666,1.9361993456845221
Asplenium unilaterale,0.041666666666666664,0.6931471805599453
Asplenium varians,0.041666666666666664,0.6365141682948128
Asplenium viride,0.041666666666666664,0.6931471805599453
Asplenium yoshinagae,0.125,1.64622455382987
Asplenium zenkerianum,0.041666666666666664,0.6283829567464145
Aster ageratoides,0.08333333333333333,1.3862943611198906
Aster albescens,0.020833333333333332,0.0
Aster amellus,0.0625,1.0397207708399179
Aster asperulus,0.041666666666666664,0.6931471805599453
Aster barbellatus,0.020833333333333332,0.0
Aster diplostephioides,0.0625,1.0102914577233022
Aster indamellus,0.10416666666666667,1.3209711040904644
Aster molliusculus,0.125,1.6137942391528548
Aster neoelegans,0.020833333333333332,0.2703100720721096
Aster semiprostratus,0.041666666666666664,0.45056120886630463
Aster tongolensis,0.020833333333333332,0.0
Aster tricephalus,0.0625,0.9634572526320548
Aster trinervius,0.020833333333333332,0.0
Aster vestitus,0.0625,1.0986122886681096
Aster wattii,0.020833333333333332,0.0
Asterella blumeana,0.020833333333333332,0.0
Asterella khasyana,0.0625,1.0397207708399179
Asterella leptophylla,0.08333333333333333,1.2554823251787537
Asterella multiflora,0.041666666666666664,0.6931471805599453
Asterella mussuriensis,0.08333333333333333,1.320888343149322
Asterella wallichiana,0.125,1.6674619334292948
Asteropyrum peltatum,0.020833333333333332,0.0
Astilbe rivularis,0.10416666666666667,1.3030924037617193
Astilbe rubra,0.041666666666666664,0.6931471805599453
Astraea lobata,0.020833333333333332,0.0
Astragalus aksuensis,0.041666666666666664,0.45056120886630463
Astragalus amherstianus,0.020833333333333332,0.0
Astragalus arnoldi,0.020833333333333332,0.17851484105136778
Astragalus chlorostachys,0.0625,1.0789922078775833
Astragalus clarkeanus,0.020833333333333332,0.0
Astragalus coluteocarpus,0.0625,1.0986122886681096
Astragalus concretus,0.08333333333333333,1.2620838308367306
Astragalus confertus,0.041666666666666664,0.16880911052896444
Astragalus densiflorus,0.041666666666666664,0.5297061990576545
Astragalus falconeri,0.020833333333333332,0.0
Astragalus floridulus,0.020833333333333332,0.0
Astragalus gilgitensis,0.020833333333333332,0.0
Astragalus gracilipes,0.041666666666666664,0.6365141682948128
Astragalus grahamianus,0.08333333333333333,1.2405499670227067
Astragalus graveolens,0.020833333333333332,0.0
Astragalus himalayanus,0.08333333333333333,1.200684562341244
Astragalus hoffmeisteri,0.041666666666666664,0.2711893730418441
Astragalus kashmirensis,0.020833333333333332,0.0
Astragalus khasianus,0.041666666666666664,0.6931471805599453
Astragalus kongrensis,0.020833333333333332,0.0
Astragalus leptostachys,0.020833333333333332,0.0
Astragalus leucocephalus,0.0625,1.0549201679861442
Astragalus longifolius,0.041666666666666664,0.37677016125643675
Astragalus maxwellii,0.0625,1.0549201679861442
Astragalus melanostachys,0.0625,1.0114042647073518
Astragalus multiceps,0.020833333333333332,0.0
Astragalus munroi,0.041666666666666664,0.19144408195771734
Astragalus nivalis,0.041666666666666664,0.45622342016761397
Astragalus ophiocarpus,0.020833333333333332,0.0
Astragalus oplites,0.041666666666666664,0.167944147734173
Astragalus oxyodon,0.020833333333333332,0.0
Astragalus peduncularis,0.041666666666666664,0.6730116670092565
Astragalus polyacanthus,0.020833333333333332,0.0
Astragalus rhizanthus,0.10416666666666667,1.2518232186319487
Astragalus rhizocephalus,0.020833333333333332,0.0
Astragalus rigidulus,0.020833333333333332,0.0
Astragalus sikkimensis,0.041666666666666664,0.6365141682948128
Astragalus stewartii,0.041666666666666664,0.6365141682948128
Astragalus strictus,0.0625,0.3488426971685194
Astragalus subuliformis,0.041666666666666664,0.5623351446188083
Astragalus tibetanus,0.041666666666666664,0.2337916587064593
Astragalus trichocarpus,0.041666666666666664,0.6931471805599453
Astragalus tulinovii,0.041666666666666664,0.5195798391305154
Astragalus verus,0.020833333333333332,0.0
Astragalus webbianus,0.041666666666666664,0.6365141682948128
Astragalus zanskarensis,0.041666666666666664,0.45056120886630463
Asyneuma canescens,0.020833333333333332,0.0
Asyneuma fulgens,0.0625,1.0310347706500822
Asyneuma thomsonii,0.10416666666666667,1.294545165844896
Asystasia chelonoides,0.020833333333333332,0.0
Asystasia crispata,0.041666666666666664,0.6931471805599453
Asystasia dalzelliana,0.16666666666666666,1.7709257861326146
Asystasia gangetica,0.5,2.219970113585557
Asystasia intrusa,0.16666666666666666,1.1834330487444427
Asystasia mysorensis,0.08333333333333333,1.15374194270109
Asystasia nemorum,0.020833333333333332,0.0
Asystasia travancorica,0.041666666666666664,0.5623351446188083
Asystasia venui,0.020833333333333332,0.0
Atalantia ceylanica,0.041666666666666664,0.5623351446188083
Atalantia monophylla,0.16666666666666666,1.6066810808670335
Atalantia racemosa,0.125,1.5624361102268283
Atalantia simplicifolia,0.020833333333333332,0.0
Atalantia wightii,0.08333333333333333,1.117489959423154
Atelanthera perpusilla,0.020833333333333332,0.2703100720721096
Ateleia insularis,0.020833333333333332,0.0
Athalamia pinguis,0.0625,1.0397207708399179
Atherandra acutifolia,0.020833333333333332,0.0
Athyrium attenuatum,0.020833333333333332,0.0
Athyrium davidii,0.020833333333333332,0.0
Athyrium distans,0.041666666666666664,0.6931471805599453
Athyrium filix-femina,0.0625,0.9502705392332347
Athyrium flabellulatum,0.020833333333333332,0.0
Athyrium foliolosum,0.041666666666666664,0.6931471805599453
Athyrium gymnogrammoides,0.041666666666666664,0.6931471805599453
Athyrium hohenackerianum,0.0625,1.0397207708399179
Athyrium mackinnoniorum,0.041666666666666664,0.6931471805599453
Athyrium nigripes,0.020833333333333332,0.34657359027997264
Athyrium parasnathense,0.041666666666666664,0.6931471805599453
Athyrium pectinatum,0.041666666666666664,0.6365141682948128
Athyrium praetermissum,0.041666666666666664,0.6365141682948128
Athyrium puncticaule,0.125,1.64622455382987
Athyrium schimperi,0.0625,0.9502705392332347
Athyrium setiferum,0.020833333333333332,0.0
Athyrium solenopteris,0.0625,1.0549201679861442
Athyrium vidalii,0.020833333333333332,0.0
Athyrium wallichianum,0.020833333333333332,0.0
Athyrium yokoscense,0.020833333333333332,0.0
Atocion armeria,0.041666666666666664,0.6365141682948128
Atrichum longifolium,0.020833333333333332,0.0
Atrichum selwynii,0.020833333333333332,0.0
Atrichum subserratum,0.0625,1.0397207708399179
Atrichum undulatum,0.08333333333333333,0.9830877585747855
Atriplex hortensis,0.0625,0.7867012379169145
Atriplex lasiantha,0.041666666666666664,0.6931471805599453
Atriplex pamirica,0.0625,0.4857063391522919
Atriplex repens,0.041666666666666664,0.6931471805599453
Atriplex schugnanica,0.041666666666666664,0.34883209584303193
Atriplex stocksii,0.041666666666666664,0.7324081924454064
Atriplex tatarica,0.041666666666666664,0.6931471805599453
Atropa acuminata,0.020833333333333332,0.0
Atropa belladonna,0.10416666666666667,1.4708084763221112
Atuna excelsa,0.020833333333333332,0.0
Atuna indica,0.020833333333333332,0.0
Atuna travancorica,0.0625,1.0549201679861442
Aucuba himalaica,0.0625,1.0986122886681096
Aucuba japonica,0.041666666666666664,0.6931471805599453
Aulacomnium palustre,0.020833333333333332,0.0
Aulacospermum stylosum,0.020833333333333332,0.0
Auxenochlorella pyrenoidosa,0.020833333333333332,0.0
Avena barbata,0.041666666666666664,0.5004024235381879
Avena fatua,0.16666666666666666,1.8982124536654676
Avena sativa,0.3541666666666667,2.2979557650555034
Avena sterilis,0.0625,0.9656627474604602
Avena strigosa,0.020833333333333332,0.0
Avenella flexuosa,0.020833333333333332,0.0
Averrhoa bilimbi,0.2916666666666667,1.3386033248249705
Averrhoa carambola,0.4791666666666667,2.729824592222423
Avicennia alba,0.125,1.5216345203574808
Avicennia germinans,0.020833333333333332,0.0
Avicennia marina,0.3333333333333333,1.5482792756218162
Avicennia officinalis,0.16666666666666666,1.2354321487961546
Avrainvillea amadelpha,0.0,0.0
Avrainvillea erecta,0.0,0.0
Axinandra zeylanica,0.020833333333333332,0.0
Axonopus compressus,0.5416666666666666,2.7447198916257265
Axonopus fissifolius,0.020833333333333332,0.0
Axyris hybrida,0.08333333333333333,1.2148896539491205
Axyris mira,0.0,0.0
Axyris prostrata,0.10416666666666667,0.7651378758628168
Axyris sphaerosperma,0.041666666666666664,0.410116318288409
Ayapana triplinervis,0.16666666666666666,1.6198528719321605
Ayenia andamensis,0.0,0.0
Azadirachta indica,0.6666666666666666,2.53952394865384
Azima tetracantha,0.16666666666666666,1.5539886636245641
Azolla filiculoides,0.16666666666666666,2.0794415416798357
Azolla pinnata,0.20833333333333334,2.20082764903455
Baccaurea courtallensis,0.08333333333333333,0.8635249497846269
Baccaurea javanica,0.020833333333333332,0.0
Baccaurea motleyana,0.020833333333333332,0.0
Baccaurea ramiflora,0.14583333333333334,1.6348314290403443
Baccaurea sumatrana,0.0,0.0
Baccharoides anthelmintica,0.10416666666666667,1.5607104090414063
Bacopa monnieri,0.4375,2.480253118921776
Bactris caryotifolia,0.0,0.0
Badula insularis,0.020833333333333332,0.0
Balakata baccata,0.08333333333333333,1.3862943611198906
Balanites aegyptiaca,0.1875,1.7625112191949202
Balanophora dioica,0.041666666666666664,0.5623351446188083
Balanophora fungosa,0.125,1.2219964234962863
Balanophora involucrata,0.08333333333333333,1.3862943611198906
Balanophora laxiflora,0.020833333333333332,0.0
Balanophora polyandra,0.020833333333333332,0.0
Baliospermum calycinum,0.0625,1.0397207708399179
Baliospermum solanifolium,0.3125,2.3726393697658645
Bambusa arundinacea,0.020833333333333332,0.0
Bambusa balcooa,0.041666666666666664,0.6365141682948128
Bambusa bambos,0.25,2.363537587307653
Bambusa cacharensis,0.020833333333333332,0.0
Bambusa multiplex,0.0625,1.0986122886681096
Bambusa nutans,0.0625,1.0986122886681096
Bambusa pallida,0.125,1.454867109266288
Bambusa polymorpha,0.0625,1.0986122886681096
Bambusa tulda,0.08333333333333333,1.329661348854758
Bambusa tuldoides,0.020833333333333332,0.0
Bambusa ventricosa,0.0625,1.0397207708399179
Bambusa vulgaris,0.4166666666666667,2.5668474330570086
Bambuseria bambusifolia,0.041666666666666664,0.6931471805599453
Bangia atropurpurea,0.020833333333333332,0.34657359027997264
