species,concentration_index,endemicity_index
Agrostis ushae,0.0,0.0
Agrostis vinealis,0.0625,0.7867012379169144
Agrostistachys borneensis,0.0625,0.8749322748636272
Agrostistachys indica,0.0625,0.9034349239572403
Agrostophyllum brevipes,0.041666666666666664,0.6931471805599453
Agrostophyllum callosum,0.10416666666666667,1.6094379124341005
Agrostophyllum myrianthum,0.020833333333333332,0.0
Agrostophyllum planicaule,0.020833333333333332,0.0
Aidia gardneri,0.020833333333333332,0.0
Ailanthus altissima,0.041666666666666664,0.6365141682948128
Ailanthus excelsa,0.4375,2.4736514551858626
Ailanthus integrifolia,0.020833333333333332,0.0
Ailanthus triphysa,0.10416666666666667,1.5607104090414063
Ainsliaea angustifolia,0.020833333333333332,0.0
Ainsliaea aptera,0.125,1.5419764327628247
Ainsliaea foliosa,0.020833333333333332,0.0
Ainsliaea latifolia,0.14583333333333334,1.8200759753606213
Ainsliaea spicata,0.020833333333333332,0.0
Aira caryophyllea,0.020833333333333332,0.0
Aira elegans,0.020833333333333332,0.0
Aitchisonia rosea,0.020833333333333332,0.0
Aitchisoniella himalayensis,0.0625,1.0986122886681096
Ajania artemisioides,0.041666666666666664,0.30463609734923813
Ajania fruticulosa,0.041666666666666664,0.13814581631990497
Ajania gracilis,0.020833333333333332,0.0
Ajania nubigena,0.041666666666666664,0.6365141682948128
Ajania tenuifolia,0.041666666666666664,0.6877868229921127
Ajania tibetica,0.0625,0.568782870715731
Ajuga integrifolia,0.0625,1.0397207708399179
Ajuga lobata,0.041666666666666664,0.6931471805599453
Ajuga lupulina,0.020833333333333332,0.0
Ajuga macrosperma,0.08333333333333333,1.3862943611198906
Ajuga nipponensis,0.020833333333333332,0.0
Ajuga parviflora,0.08333333333333333,1.15374194270109
Alangium alpinum,0.041666666666666664,0.6931471805599453
Alangium chinense,0.08333333333333333,1.234244945579329
Alangium hexapetalum,0.041666666666666664,0.6931471805599453
Alangium platanifolium,0.020833333333333332,0.0
Alangium salviifolium,0.3958333333333333,2.5139482952719914
Albizia amara,0.2708333333333333,1.837756219228735
Albizia chinensis,0.22916666666666666,1.7202025435261348
Albizia inundata,0.020833333333333332,0.0
Albizia julibrissin,0.25,2.26352987314321
Albizia lebbeck,0.5833333333333334,2.7519934334374656
Albizia lucidior,0.0625,1.0986122886681096
Albizia myriophylla,0.020833333333333332,0.0
Albizia niopoides,0.020833333333333332,0.0
Albizia odoratissima,0.2916666666666667,2.0980282163308757
Albizia procera,0.3541666666666667,2.403557614545276
Albizia sherriffii,0.041666666666666664,0.6931471805599453
Albizia thompsonii,0.10416666666666667,1.464816384890813
Alcea rosea,0.22916666666666666,2.017647674709752
Alchemilla indica,0.020833333333333332,0.0
Alchemilla kungwatanensis,0.020833333333333332,0.0
Alchemilla vulgaris,0.020833333333333332,0.0
Alchemilla ypsilotoma,0.041666666666666664,0.6931471805599453
Alchornea rugosa,0.041666666666666664,0.6730116670092565
Alchornea tiliifolia,0.041666666666666664,0.6452001684846485
Aldrovanda vesiculosa,0.020833333333333332,0.0
Alectra parasitica,0.020833333333333332,0.0
Alectra sessiliflora,0.0625,1.0397207708399179
Aletris glabra,0.041666666666666664,0.6365141682948128
Aletris gracilis,0.041666666666666664,0.6931471805599453
Aletris pauciflora,0.125,1.626020692420754
Aleurites moluccanus,0.08333333333333333,1.3296613488547582
Aleuritopteris albomarginata,0.1875,1.9047688036553065
Aleuritopteris anceps,0.10416666666666667,1.5607104090414063
Aleuritopteris argentea,0.020833333333333332,0.0
Aleuritopteris bicolor,0.08333333333333333,1.329661348854758
Aleuritopteris bullosa,0.041666666666666664,0.6365141682948128
Aleuritopteris chrysophylla,0.08333333333333333,1.3321790402101223
Aleuritopteris dealbata,0.020833333333333332,0.0
Aleuritopteris dubia,0.041666666666666664,0.6931471805599453
Aleuritopteris farinosa,0.10416666666666667,1.5229550675313184
Aleuritopteris formosana,0.020833333333333332,0.0
Aleuritopteris grisea,0.08333333333333333,1.242453324894
Aleuritopteris rufa,0.0625,1.0986122886681096
Aleuritopteris stenochlamys,0.020833333333333332,0.0
Aleuritopteris subdimorpha,0.041666666666666664,0.6931471805599453
Alhagi maurorum,0.041666666666666664,0.7262553089033174
Alisma lanceolatum,0.020833333333333332,0.0
Alisma plantago-aquatica,0.0625,1.0397207708399179
Alisma triviale,0.020833333333333332,0.0
Alkekengi officinarum,0.041666666666666664,0.6931471805599453
Allamanda blanchetii,0.4791666666666667,2.8429566628374943
Allamanda cathartica,0.5625,2.4381643913833466
Allamanda schottii,0.14583333333333334,1.8462202193216335
Allardia glabra,0.041666666666666664,0.6365141682948128
Allardia nivea,0.041666666666666664,0.20619205063323187
Allardia stoliczkae,0.041666666666666664,0.47413931305783735
Allardia tomentosa,0.10416666666666667,1.1945062232641683
Allardia tridactylites,0.125,0.7398904052148799
Allardia vestita,0.041666666666666664,0.37677016125643675
Alleniella complanata,0.020833333333333332,0.0
Alliaria petiolata,0.10416666666666667,1.0035440236314968
Allium ampeloprasum,0.041666666666666664,0.6931471805599453
Allium ascalonicum,0.020833333333333332,0.0
Allium atropurpureum,0.020833333333333332,0.0
Allium atrosanguineum,0.08333333333333333,1.2454410537617744
Allium carolinianum,0.10416666666666667,1.0779568410232072
Allium cepa,0.375,2.5737159732643207
Allium colchicifolium,0.0,0.0
Allium consanguineum,0.125,1.742326588860738
Allium fasciculatum,0.0,0.0
Allium griffithianum,0.020833333333333332,0.0
Allium hookeri,0.0625,1.0986122886681096
Allium humile,0.08333333333333333,1.2105578441774711
Allium jacquemontii,0.041666666666666664,0.6931471805599453
Allium kokanicum,0.020833333333333332,0.0
Allium loratum,0.020833333333333332,0.0
Allium macranthum,0.020833333333333332,0.0
Allium neapolitanum,0.020833333333333332,0.0
Allium oreoprasum,0.041666666666666664,0.3779885681857877
Allium platyspathum,0.041666666666666664,0.7324081924454064
Allium prattii,0.041666666666666664,0.6931471805599453
Allium przewalskianum,0.0625,0.4382066545797094
Allium roylei,0.020833333333333332,0.34657359027997264
Allium rubellum,0.041666666666666664,0.6931471805599453
Allium sativum,0.3125,2.470851542683805
Allium schoenoprasum,0.08333333333333333,1.3296613488547582
Allium semenovii,0.020833333333333332,0.0
Allium stipitatum,0.020833333333333332,0.0
Allium stracheyi,0.041666666666666664,0.6365141682948128
Allium triquetrum,0.020833333333333332,0.0
Allium tuberosum,0.1875,1.7951797640023586
Allium victorialis,0.041666666666666664,0.6365141682948128
Allium wallichii,0.10416666666666667,1.559581156259877
Allmania longepedunculata,0.020833333333333332,0.0
Allmania nodiflora,0.14583333333333334,1.6596671820790716
Allocasuarina littoralis,0.020833333333333332,0.0
Allophylus cobbe,0.3125,2.0328048387760953
Allophylus concanicus,0.041666666666666664,0.6730116670092565
Allophylus rheedei,0.020833333333333332,0.0
Allophylus serratus,0.10416666666666667,1.3774108923453556
Allophylus subfalcatus,0.020833333333333332,0.0
Allophylus triphyllus,0.020833333333333332,0.0
Allophylus villosus,0.020833333333333332,0.0
Allospondias laxiflora,0.020833333333333332,0.0
Alloteropsis cimicina,0.2708333333333333,2.067777955609868
Alloteropsis semialata,0.041666666666666664,0.6931471805599453
Alnus nepalensis,0.2916666666666667,2.340265803349868
Alnus nitida,0.020833333333333332,0.0
Alocasia cucullata,0.08333333333333333,1.242453324894
Alocasia indica,0.041666666666666664,0.6931471805599453
Alocasia macrorrhizos,0.2916666666666667,2.410194209368772
Alocasia odora,0.10416666666666667,1.559581156259877
Aloe arborescens,0.020833333333333332,0.0
Aloe maculata,0.020833333333333332,0.0
Aloe purpurea,0.020833333333333332,0.0
Aloe succotrina,0.041666666666666664,0.6931471805599453
Aloe trinervis,0.020833333333333332,0.0
Aloe vera,0.5,2.5878199429845252
Aloina rigida,0.020833333333333332,0.0
Alopecurus aequalis,0.041666666666666664,0.6931471805599453
Alopecurus arundinaceus,0.08333333333333333,1.277034259466139
Alopecurus himalaicus,0.125,1.5376690946140505
Alopecurus myosuroides,0.020833333333333332,0.0
Aloysia citrodora,0.020833333333333332,0.0
Alphitonia excelsa,0.020833333333333332,0.0
Alphonsea lutea,0.125,1.5821699429252505
Alphonsea ventricosa,0.020833333333333332,0.0
Alpinia calcarata,0.14583333333333334,1.7981055026242663
Alpinia conchigera,0.020833333333333332,0.0
Alpinia galanga,0.1875,2.1383330595080277
