Ecoregion,Average_Probability
Deccan_thorn_scrub_forests,0.7360334473904038
East_Deccan_moist_deciduous_forests,0.974956650772232
Eastern_Himalayan_broadleaf_forests,1.0
Central_Deccan_Plateau_dry_deciduous_forests,0.8998266030889279
Baluchistan_xeric_woodlands,1.0
Aravalli_west_thorn_scrub_forests,0.95868735085081
Chin_Hills_Arakan_Yoma_montane_forests,1.0
Godavari_Krishna_mangroves,0.586489353911313
Eastern_Himalayan_alpine_shrub_and_meadows,1.0
Brahmaputra_Valley_semi_evergreen_forests,1.0
Chhota_Nagpur_dry_deciduous_forests,1.0
Himalayan_subtropical_broadleaf_forests,1.0
East_Deccan_dry_evergreen_forests,0.4895137142168589
Andaman_Islands_rain_forests,0.013043360731379964
Eastern_Himalayan_subalpine_conifer_forests,1.0
Central_Tibetan_Plateau_alpine_steppe,1.0
Himalayan_subtropical_pine_forests,1.0
Lower_Gangetic_Plains_moist_deciduous_forests,0.922883054921512
Malabar_Coast_moist_forests,0.08955449853783992
Karakoram_West_Tibetan_Plateau_alpine_steppe,1.0
Meghalaya_subtropical_forests,0.9130433607313799
Northeast_Himalayan_subalpine_conifer_forests,1.0
Khathiar_Gir_dry_deciduous_forests,1.0
Northeast_India_Myanmar_pine_forests,1.0
Mizoram_Manipur_Kachin_rain_forests,1.0
Northwestern_Himalayan_alpine_shrub_and_meadows,1.0
Nicobar_Islands_rain_forests,0.0
North_Deccan_dry_deciduous_forests,1.0
Northern_Triangle_temperate_forests,1.0
North_Tibetan_Plateau_Kunlun_Mountains_alpine_desert,1.0
North_Western_Ghats_moist_deciduous_forests,0.5674371881415436
Orissa_semi_evergreen_forests,0.7269910754432801
North_Western_Ghats_montane_rain_forests,0.5774105223463357
South_Western_Ghats_moist_deciduous_forests,0.5110167064397839
South_Western_Ghats_montane_rain_forests,0.3069633978565921
Indus_River_Delta_Arabian_Sea_mangroves,0.7081134448392686
Terai_Duar_savanna_and_grasslands,1.0
Sundarbans_freshwater_swamp_forests,0.7796658712043203
South_Deccan_Plateau_dry_deciduous_forests,0.4539376097108673
Thar_desert,1.0
Sundarbans_mangroves,0.7796658712043202
Rann_of_Kutch_seasonal_salt_marsh,0.7796658712043202
Upper_Gangetic_Plains_moist_deciduous_forests,1.0
Maldives_Lakshadweep_Chagos_Archipelago_tropical_moist_forests,0
Western_Himalayan_broadleaf_forests,1.0
Western_Himalayan_alpine_shrub_and_meadows,1.0
Western_Himalayan_subalpine_conifer_forests,1.0
Narmada_Valley_dry_deciduous_forests,1.0
Eastern_Himalayan_alpine_shrub_and_meadows,0.6208221158463554
Central_Deccan_Plateau_dry_deciduous_forests,0.09164429874877474
East_Deccan_dry_evergreen_forests,0.18673768081664818
East_Deccan_moist_deciduous_forests,0.1353452953295055
Himalayan_subtropical_broadleaf_forests,0.0
Eastern_Himalayan_alpine_shrub_and_meadows,0.6722866214470462
Brahmaputra_Valley_semi_evergreen_forests,0.3410697226395206
Eastern_Himalayan_broadleaf_forests,0.4175569101949178
Chhota_Nagpur_dry_deciduous_forests,0.07086168750739405
Andaman_Islands_rain_forests,0.26713457468861135
Baluchistan_xeric_woodlands,0.37549247219368403
Aravalli_west_thorn_scrub_forests,0.11944931808137896
Eastern_Himalayan_subalpine_conifer_forests,0.511073545067406
Chin_Hills_Arakan_Yoma_montane_forests,0.21422582665177686
East_Deccan_dry_evergreen_forests,0.09537152086477563
Central_Deccan_Plateau_dry_deciduous_forests,0.053622300083937514
Deccan_thorn_scrub_forests,0.08651689997370948
Godavari_Krishna_mangroves,0.1352380733729968
Himalayan_subtropical_broadleaf_forests,0.2730289429483769
East_Deccan_moist_deciduous_forests,0.07733242553014791
Central_Tibetan_Plateau_alpine_steppe,0.8658186539688347
Himalayan_subtropical_pine_forests,0.39207495160909434
Malabar_Coast_moist_forests,0.04474014696947616
Karakoram_West_Tibetan_Plateau_alpine_steppe,0.8966029878034874
Mizoram_Manipur_Kachin_rain_forests,0.13903211764064402
Northeast_Himalayan_subalpine_conifer_forests,0.638387201944582
Northeast_India_Myanmar_pine_forests,0.15295085565373273
Meghalaya_subtropical_forests,0.2105438594865116
Northern_Triangle_temperate_forests,0.23426189552017485
Lower_Gangetic_Plains_moist_deciduous_forests,0.07341814479193065
Northwestern_Himalayan_alpine_shrub_and_meadows,0.8115335069363843
Narmada_Valley_dry_deciduous_forests,0.01269262003587147
Khathiar_Gir_dry_deciduous_forests,0.0
North_Deccan_dry_deciduous_forests,0.0
Nicobar_Islands_rain_forests,0.2896522792427236
North_Western_Ghats_moist_deciduous_forests,0.03819150798448464
South_Western_Ghats_montane_rain_forests,0.09142300843829906
North_Tibetan_Plateau_Kunlun_Mountains_alpine_desert,0.6207503309934592
South_Deccan_Plateau_dry_deciduous_forests,0.02084177212575512
North_Western_Ghats_montane_rain_forests,0.06688725798114653
Upper_Gangetic_Plains_moist_deciduous_forests,0.0
Orissa_semi_evergreen_forests,0.0
Rann_of_Kutch_seasonal_salt_marsh,0.010135558059868247
South_Western_Ghats_moist_deciduous_forests,0.07890682751526143
Sundarbans_mangroves,0.0381957870862225
Terai_Duar_savanna_and_grasslands,0.04653430062767466
Sundarbans_freshwater_swamp_forests,0.01874211004436356
Thar_desert,0.038129849390774316
Western_Himalayan_alpine_shrub_and_meadows,0.516506128015364
Indus_River_Delta_Arabian_Sea_mangroves,0.0
Western_Himalayan_broadleaf_forests,0.36123990310917403
Western_Himalayan_subalpine_conifer_forests,0.3544320007568892
Maldives_Lakshadweep_Chagos_Archipelago_tropical_moist_forests,0
Aravalli_west_thorn_scrub_forests,0.2250746382614368
Central_Deccan_Plateau_dry_deciduous_forests,0.013826734864527629
Chin_Hills_Arakan_Yoma_montane_forests,0.21159695002053353
Chhota_Nagpur_dry_deciduous_forests,0.03157724120968454
Brahmaputra_Valley_semi_evergreen_forests,0.36951077023103684
East_Deccan_dry_evergreen_forests,0.11946439419679081
Central_Tibetan_Plateau_alpine_steppe,0.8782964430758383
Eastern_Himalayan_alpine_shrub_and_meadows,0.6556269082532257
Eastern_Himalayan_broadleaf_forests,0.4853724541486937
Deccan_thorn_scrub_forests,0.05415709082963858
Himalayan_subtropical_broadleaf_forests,0.3417898345171989
East_Deccan_moist_deciduous_forests,0.09512078087258755
Baluchistan_xeric_woodlands,0.22407893764416828
Andaman_Islands_rain_forests,0.27789883567937035
Eastern_Himalayan_subalpine_conifer_forests,0.5175421729908912
Godavari_Krishna_mangroves,0.10960036907972563
Himalayan_subtropical_pine_forests,0.58278463934703
Khathiar_Gir_dry_deciduous_forests,0.012923284930872265
Meghalaya_subtropical_forests,0.2725301246912162
Lower_Gangetic_Plains_moist_deciduous_forests,0.07615478368988489
Karakoram_West_Tibetan_Plateau_alpine_steppe,0.9482389163533156
Mizoram_Manipur_Kachin_rain_forests,0.25104093417350326
Narmada_Valley_dry_deciduous_forests,0.05497743785344215
Northeast_Himalayan_subalpine_conifer_forests,0.6288638456502316
Malabar_Coast_moist_forests,0.05813046473810866
Northern_Triangle_temperate_forests,0.3444795015968164
Northeast_India_Myanmar_pine_forests,0.18120828979305934
Nicobar_Islands_rain_forests,0.26365012862690007
North_Tibetan_Plateau_Kunlun_Mountains_alpine_desert,0.6619729665528842
Northwestern_Himalayan_alpine_shrub_and_meadows,0.8038158131869965
North_Deccan_dry_deciduous_forests,0.009441820536049243
Rann_of_Kutch_seasonal_salt_marsh,0.0035529706489396662
Orissa_semi_evergreen_forests,0.013569834603842628
South_Deccan_Plateau_dry_deciduous_forests,0.01777811821374633
South_Western_Ghats_moist_deciduous_forests,0.1325867829368593
North_Western_Ghats_montane_rain_forests,0.12409693398812771
North_Western_Ghats_moist_deciduous_forests,0.08652735064512748
Sundarbans_freshwater_swamp_forests,0.0293137694438275
Sundarbans_mangroves,0.08232139296673639
Terai_Duar_savanna_and_grasslands,0.043906933109656106
South_Western_Ghats_montane_rain_forests,0.1950410759401209
Thar_desert,0.02146220310859483
Upper_Gangetic_Plains_moist_deciduous_forests,0.016273782300781036
Western_Himalayan_alpine_shrub_and_meadows,0.5412196971604779
Western_Himalayan_broadleaf_forests,0.5003893307411938
Western_Himalayan_subalpine_conifer_forests,0.37490516918388733
Indus_River_Delta_Arabian_Sea_mangroves,0.027093910918784436
Maldives_Lakshadweep_Chagos_Archipelago_tropical_moist_forests,0
