longitude,latitude
77.97496,30.286517
77.97496,30.286517
77.97496,30.286517
77.97496,30.286517
80.702788,28.504358
78.158518,30.026968
80.702788,28.504358
76.163054,12.025795
79.45261,29.386737
78.245626,22.487116
77.483477,8.497334
77.483477,8.497334
78.067989,30.105299
76.412273,27.364386
77.916069,30.080235
76.412273,27.364386
78.133221,30.083355
84.163641,23.66819
78.25091,22.496696
78.25091,22.496696
76.412273,27.364386
76.412273,27.364386
76.412273,27.364386
76.412273,27.364386
77.921734,30.200778
78.158518,30.026968
78.393797,17.494005
78.570635,17.472757
78.403452,17.31801
78.420515,17.537728
78.477244,17.406498
78.477244,17.406498
78.419573,17.537884
78.477244,17.406498
78.477244,17.406498
78.419268,17.536922
78.420013,17.537815
78.477244,17.406498
78.436033,17.390967
78.419322,17.53667
78.439095,17.392905
78.409872,17.416906
78.424252,17.42371
78.477244,17.406498
78.570471,17.472888
78.477244,17.406498
73.889287,18.547426
73.889287,18.547426
73.897343,18.513119
73.889287,18.547426
73.889287,18.547426
73.889287,18.547426
73.889287,18.547426
73.889287,18.547426
73.889287,18.547426
76.978344,28.602878
73.53733,18.9278
73.792355,19.333472
73.53733,18.9278
73.684219,19.281789
73.793751,19.335132
73.684411,19.281439
73.357052,18.57406
73.53117,18.93609
73.53117,18.93609
73.53757,18.92837
73.793265,19.335428
73.505618,18.886863
73.682832,19.283374
73.682832,19.283374
73.4944,18.886341
73.4944,18.886341
73.492726,18.885362
73.413166,18.65857
73.537719,18.928706
73.493552,18.886134
73.686922,19.28162
73.493552,18.886134
73.710518,19.267906
73.710518,19.267906
73.510307,18.885708
73.412982,18.658947
73.474179,18.896497
73.539967,18.934817
73.539967,18.934817
73.566752,19.079679
73.711098,19.267739
73.711098,19.267739
73.53148,18.93629
73.53148,18.93629
73.684221,19.282178
73.53188,18.93669
73.412725,18.658486
73.413053,18.602668
73.34965,18.57321
73.567149,19.078776
73.485475,18.552406
73.413364,18.603793
73.413364,18.603793
73.484697,18.551283
73.41193,18.605983
73.510053,18.886443
73.510053,18.886443
73.339314,18.565875
73.540167,18.935283
73.488921,18.553575
73.488921,18.553575
73.540167,18.935283
73.540167,18.935283
73.685611,19.281807
73.473395,18.895867
73.412232,18.603798
73.53031,18.938445
73.430861,18.623434
73.48882,18.552937
73.417058,18.540196
