longitude,latitude
78.158518,30.026968
78.158518,30.026968
78.158518,30.026968
78.158518,30.026968
78.158518,30.026968
70.791593,21.092895
76.412273,27.364386
76.412273,27.364386
78.158518,30.026968
76.412273,27.364386
78.158518,30.026968
78.477244,17.406498
78.477244,17.406498
78.420177,17.534288
78.477244,17.406498
78.477244,17.406498
78.477244,17.406498
78.438617,17.391743
78.477244,17.406498
78.409436,17.418424
78.436069,17.391608
78.436573,17.391425
78.477244,17.406498
78.477244,17.406498
73.766413,18.46178
73.889287,18.547426
73.889287,18.547426
73.828169,18.55595
73.840739,18.523718
73.889287,18.547426
73.889287,18.547426
73.897343,18.513119
73.837402,18.475872
73.493552,18.886134
73.510307,18.885708
73.474179,18.896497
73.484697,18.551283
73.510053,18.886443
73.540167,18.935283
73.488921,18.553575
73.488314,18.553462
73.483153,18.552036
77.960226,30.217491
77.59203,12.031527
77.12241,28.552667
78.355956,17.365806
75.791831,25.196492
78.700916,17.475381
79.830537,11.94197
75.7951,25.198261
83.288084,17.709002
78.398614,17.427411
78.449032,17.346921
79.834755,11.93088
75.033961,26.628431
79.834288,11.930245
78.563401,17.458517
78.425997,17.421443
78.425575,17.421543
78.426141,17.421605
78.451673,17.419737
78.49408,17.604761
77.58017,13.072426
93.044739,26.568069
76.511893,26.092267
75.826703,25.134264
78.3359,17.355053
77.729235,8.705634
72.788883,19.381724
76.885157,9.61983
75.084476,13.440416
73.177191,24.967031
78.700992,17.475775
78.367981,17.370672
73.323326,18.913061
73.138821,24.999853
76.564774,9.592048
92.848017,26.934677
88.362305,22.513046
73.751786,18.678023
77.216085,28.684876
73.838968,18.522845
81.699975,20.822495
85.375977,25.022148
75.570757,21.040982
85.374847,25.022152
79.93388,23.168579
72.624109,23.113412
74.984762,15.437014
75.795102,25.199712
77.0,20.514296
80.123757,12.921649
75.516658,12.1275
76.957039,8.512494
75.795102,25.199712
73.81517,18.527458
75.833472,25.22638
78.548959,17.418591
75.795102,25.199712
75.947461,18.309445
77.765033,12.673367
70.55614,21.155229
80.459952,22.344322
95.302252,28.039764
72.820322,18.925863
77.617495,13.002956
75.088333,12.350025
78.154876,10.783521
85.374687,25.022261
85.374855,25.022217
76.768278,11.104833
78.199902,17.334764
85.379333,25.017118
79.932824,23.122282
75.821437,11.390056
72.848452,19.003077
70.62667,20.985972
78.128863,10.217689
73.826953,18.493173
76.989227,11.077267
73.785292,18.534397
85.374817,25.022367
78.356273,17.366016
74.217932,26.920664
85.374954,25.022074
78.397781,17.398044
76.67764,8.80876
76.24655,10.3293
76.24655,10.3293
73.45485,25.24063
76.67764,8.80876
73.45485,25.24063
73.45485,25.24063
76.87497,8.60127
76.82877,8.61005
76.82877,8.61005
76.24655,10.3293
76.67767,8.80833
73.45485,25.24063
76.67764,8.80876
76.87497,8.60127
76.82877,8.61005
76.57853,9.39771
76.1199,11.12027
77.4838,18.03106
76.57853,9.39771
72.90675,20.92396
72.90578,20.92292
72.90578,20.92292
72.90578,20.92292
76.57853,9.39771
76.64552,9.02791
75.38931,11.9602
85.37454,25.02209
79.13076,12.87886
77.96975,30.28905
77.05188,8.34387
77.05188,8.34387
77.05188,8.34387
75.25374,12.16848
75.25374,12.16848
77.05188,8.34387
77.05188,8.34387
77.05188,8.34387
77.05188,8.34387
75.25374,12.16848
75.62562,11.59001
76.55298,9.37338
76.67459,10.81871
73.45485,25.24063
76.82877,8.61005
76.82877,8.61005
73.45485,25.24063
76.67764,8.80876
76.87497,8.60127
76.87497,8.60127
73.45485,25.24063
76.67764,8.80876
76.67764,8.80876
76.67764,8.80876
76.24655,10.3293
75.56037,11.82005
75.56037,11.82005
75.56037,11.82005
75.56037,11.82005
75.56037,11.82005
75.56037,11.82005
72.78214,21.15145
76.60099,9.17132
75.38931,11.9602
75.92997,11.23365
75.41245,11.86114
73.45485,25.24063
73.45485,25.24063
73.45485,25.24063
76.57853,9.39771
75.57842,11.62616
75.57842,11.62616
76.2507,10.1926
76.82877,8.61005
75.41245,11.86114
76.37632,11.00175
76.37632,11.00175
76.37632,11.00175
76.57853,9.39771
77.64277,12.97907
76.18546,11.71817
76.21478,10.49606
77.4838,18.03106
73.45485,25.24063
73.45485,25.24063
76.61874,9.15365
76.74994,9.97712
75.41245,11.86114
75.41245,11.86114
77.4838,18.03106
73.45485,25.24063
76.57853,9.39771
73.45485,25.24063
76.12765,10.3564
76.21478,10.49606
75.57842,11.62616
73.45485,25.24063
75.41245,11.86114
75.10372,12.30657
76.37731,10.11518
76.53127,9.61887
76.71378,9.74867
75.10372,12.30657
76.71378,9.74867
75.6355,11.60071
78.47922,11.65473
79.83176,11.93912
79.82904,11.93959
76.38762,10.11718
77.04894,8.34187
78.32353,17.38504
73.45485,25.24063
76.82877,8.61005
75.41245,11.86114
73.45485,25.24063
77.09674,8.53588
76.87497,8.60127
77.09674,8.53588
77.05285,8.34321
75.3692,12.13793
75.3692,12.13793
73.18887,22.31615
76.4904,10.60079
76.4904,10.60079
76.49274,10.60609
76.4904,10.60079
76.4904,10.60079
76.57853,9.39771
75.41245,11.86114
75.41245,11.86114
77.49987,12.924
73.18887,22.31615
76.29268,10.13036
85.37454,25.02209
75.41245,11.86114
73.18887,22.31615
73.18887,22.31615
73.18755,22.31734
77.4838,18.03106
77.49987,12.924
73.18887,22.31615
73.18887,22.31615
75.41245,11.86114
75.41245,11.86114
76.61874,9.15365
76.60099,9.17132
72.90578,20.92292
72.90675,20.92396
72.90578,20.92292
77.05009,8.33931
77.04894,8.34187
75.85265,21.04733
76.67398,10.81829
76.57853,9.39771
77.05285,8.34321
77.05285,8.34321
75.3692,12.13793
73.18887,22.31615
76.4904,10.60079
76.4904,10.60079
76.4904,10.60079
76.61874,9.15365
73.18887,22.31615
73.18887,22.31615
76.334,10.12603
76.5493,9.13123
76.64552,9.02791
73.18887,22.31615
76.64552,9.02791
76.37022,10.0194
73.18887,22.31615
73.18887,22.31615
73.18755,22.31734
76.57853,9.39771
75.92997,11.23365
76.61989,9.15081
75.38931,11.9602
77.4838,18.03106
76.82877,8.61005
75.41245,11.86114
76.57853,9.39771
76.2507,10.1926
76.87497,8.60127
76.82877,8.61005
76.82877,8.61005
75.41245,11.86114
73.11136,18.94611
73.02984,18.97726
76.2507,10.1926
73.45485,25.24063
76.67398,10.81829
75.41245,11.86114
76.57853,9.39771
76.57853,9.39771
73.45485,25.24063
73.45485,25.24063
73.45485,25.24063
75.57842,11.62616
75.57842,11.62616
73.45485,25.24063
76.57853,9.39771
76.87497,8.60127
76.2507,10.1926
76.87497,8.60127
76.51768,10.18269
75.8908,10.96718
76.82189,10.92876
77.53037,9.46667
77.53037,9.46667
77.53037,9.46667
77.53037,9.46667
77.53037,9.46667
75.59041,11.59113
77.53038,9.46781
88.36202,22.48813
76.82877,8.61005
75.16257,12.21763
73.45485,25.24063
76.44449,9.78619
76.4325,9.76932
77.08946,8.50436
77.08542,8.50298
77.09674,8.53588
76.77764,8.79977
77.09674,8.53588
76.87497,8.60127
76.67398,10.81829
75.50456,11.82751
76.2814,10.27075
73.45485,25.24063
76.95781,8.63016
77.58092,13.07108
73.45485,25.24063
76.82877,8.61005
73.45485,25.24063
77.09674,8.53588
76.77711,8.78932
78.47954,11.6558
76.57853,9.39771
79.83267,11.92865
76.24655,10.3293
73.45485,25.24063
73.45485,25.24063
76.24655,10.3293
76.57853,9.39771
76.24655,10.3293
77.09674,8.53588
77.09674,8.53588
76.3889,10.12016
76.57853,9.39771
77.49968,12.9235
76.4904,10.60079
76.49274,10.60609
76.4904,10.60079
76.29268,10.13036
75.92997,11.23365
73.18887,22.31615
73.18887,22.31615
72.98156,19.19152
73.02984,18.97726
85.37454,25.02209
76.57853,9.39771
73.45485,25.24063
73.45485,25.24063
76.67031,8.9567
73.18887,22.31615
76.37632,11.00175
76.12765,10.3564
73.45485,25.24063
76.53243,8.99423
73.02945,18.97797
76.53226,8.99438
76.27602,10.7395
75.59648,11.5925
77.05285,8.34321
77.05285,8.34321
77.05285,8.34321
76.67398,10.81829
76.67459,10.81871
75.50456,11.82751
75.50456,11.82751
76.2814,10.27075
76.2814,10.27075
76.82877,8.61005
76.67459,10.81871
73.45485,25.24063
73.45485,25.24063
73.45485,25.24063
76.57853,9.39771
72.78214,21.15145
76.61874,9.15365
76.60099,9.17132
76.4904,10.60079
76.334,10.12603
73.18887,22.31615
77.49968,12.9235
73.45485,25.24063
76.61874,9.15365
73.18887,22.31615
73.18755,22.31734
76.79768,9.05269
76.67283,10.81853
75.41245,11.86114
79.46682,11.96791
76.67459,10.81871
79.83249,11.92855
76.81366,8.69822
75.59046,11.59809
76.7726,8.75197
76.2507,10.1926
76.67398,10.81829
78.51602,11.62243
76.63796,12.32669
76.75862,8.75683
75.59231,11.59683
73.45485,25.24063
73.45485,25.24063
76.67398,10.81829
76.67283,10.81853
75.16257,12.21763
76.87497,8.60127
76.82877,8.61005
76.82877,8.61005
76.87497,8.60127
76.2507,10.1926
76.57853,9.39771
76.2507,10.1926
76.57853,9.39771
73.45485,25.24063
73.45485,25.24063
76.57853,9.39771
75.57842,11.62616
76.67459,10.81871
76.57853,9.39771
76.67283,10.81853
75.57842,11.62616
75.37158,11.87596
79.76489,11.94038
78.51641,11.62207
77.09674,8.53588
75.85265,21.04733
76.24655,10.3293
73.45485,25.24063
73.45485,25.24063
75.85265,21.04733
76.24655,10.3293
75.41245,11.86114
76.24655,10.3293
76.57853,9.39771
75.41245,11.86114
76.87497,8.60127
77.09674,8.53588
77.09674,8.53588
76.87497,8.60127
76.57853,9.39771
75.41245,11.86114
75.41245,11.86114
75.57842,11.62616
76.67398,10.81829
76.67398,10.81829
76.67398,10.81829
77.07574,8.46645
76.87497,8.60127
73.45485,25.24063
77.5664,9.43894
77.53037,9.46667
77.53037,9.46667
76.71638,8.73789
88.35218,22.6805
76.4904,10.60079
77.4838,18.03106
73.18887,22.31615
73.18887,22.31615
73.18887,22.31615
73.18887,22.31615
73.02984,18.97726
73.18887,22.31615
73.18887,22.31615
73.18887,22.31615
76.63457,8.87218
78.35967,17.45637
78.36184,17.45186
78.3609,17.45603
77.53044,9.46555
73.02893,18.97764
76.71638,8.73789
73.0125,20.4405
73.0934,20.51891
77.51451,9.48219
77.53037,9.46667
76.334,10.12603
76.29268,10.13036
76.29268,10.13036
75.38931,11.9602
75.41245,11.86114
76.82877,8.61005
76.82877,8.61005
77.09674,8.53588
76.87497,8.60127
77.09674,8.53588
76.87497,8.60127
76.82877,8.61005
75.3692,12.13793
75.85265,21.04733
77.09674,8.53588
75.56205,11.82059
76.87497,8.60127
77.09674,8.53588
75.29603,12.11839
76.67459,10.81871
76.24655,10.3293
77.09674,8.53588
77.09674,8.53588
75.3692,12.13793
76.82877,8.61005
76.24655,10.3293
75.41245,11.86114
76.24655,10.3293
76.24655,10.3293
77.09674,8.53588
75.56205,11.82059
76.67283,10.81853
79.82897,11.93963
79.8325,11.92914
75.59342,11.59674
75.41245,11.86114
76.67459,10.81871
72.8654,19.26204
76.60207,8.8807
76.64013,12.32836
78.36311,17.4098
76.75808,8.78794
76.87497,8.60127
73.02945,18.97797
76.82877,8.61005
75.57842,11.62616
76.2507,10.1926
76.87497,8.60127
73.45485,25.24063
75.57842,11.62616
76.67283,10.81853
77.09674,8.53588
72.86575,19.26114
76.87497,8.60127
76.67398,10.81829
76.4904,10.60079
76.4904,10.60079
76.49274,10.60609
76.4904,10.60079
73.18887,22.31615
76.64552,9.02791
73.10298,20.51409
77.4838,18.03106
77.4838,18.03106
76.71638,8.73789
73.03025,18.97644
76.79768,9.05269
77.53044,9.46555
77.53037,9.46667
76.334,10.12603
76.29268,10.13036
76.29268,10.13036
76.29268,10.13036
77.57827,9.42061
77.09674,8.53588
77.09674,8.53588
76.67459,10.81871
75.57842,11.62616
76.2507,10.1926
75.41245,11.86114
77.09674,8.53588
76.67398,10.81829
76.67398,10.81829
76.67283,10.81853
76.67459,10.81871
76.67459,10.81871
75.57842,11.62616
76.87497,8.60127
75.78041,11.25875
76.57853,9.39771
73.45485,25.24063
76.57853,9.39771
75.56205,11.82059
75.50456,11.82751
77.05285,8.34321
75.3692,12.13793
76.82877,8.61005
77.05285,8.34321
77.05285,8.34321
76.82877,8.61005
75.41245,11.86114
77.09674,8.53588
77.09674,8.53588
76.24655,10.3293
76.24655,10.3293
77.09674,8.53588
76.82877,8.61005
76.57853,9.39771
76.82877,8.61005
76.82877,8.61005
77.4838,18.03106
75.16257,12.21763
76.87497,8.60127
76.67398,10.81829
76.67398,10.81829
73.02945,18.97797
76.57853,9.39771
76.82877,8.61005
73.45485,25.24063
73.45485,25.24063
75.59109,11.59157
75.78677,11.26053
72.90675,20.92396
72.90467,20.92386
72.90578,20.92292
72.90578,20.92292
76.57853,9.39771
75.82858,26.92992
77.97449,30.28526
77.97449,30.28526
76.61874,9.15365
76.7726,8.75197
76.12765,10.3564
77.53037,9.46667
76.63389,9.11232
76.57853,9.39771
78.35995,17.41168
75.59438,11.6031
76.5493,9.13123
76.5493,9.13123
76.5493,9.13123
76.5493,9.13123
76.29268,10.13036
76.29268,10.13036
76.29268,10.13036
76.29268,10.13036
76.29268,10.13036
73.02984,18.97726
75.38931,11.9602
73.45485,25.24063
76.61874,9.15365
75.41245,11.86114
76.64552,9.02791
75.3692,12.13793
77.09674,8.53588
75.56205,11.82059
75.56205,11.82059
75.56205,11.82059
77.04894,8.34187
77.05188,8.34387
77.05188,8.34387
77.05188,8.34387
77.04956,8.33762
77.05009,8.33931
77.04956,8.33762
77.05188,8.34387
77.05188,8.34387
77.05009,8.33931
77.05009,8.33931
77.04894,8.34187
75.56205,11.82059
75.56205,11.82059
77.05188,8.34387
77.05789,8.349
77.05581,8.34441
77.05188,8.34387
77.05188,8.34387
77.04894,8.34187
77.05192,8.3459
77.04956,8.33762
76.66887,9.40541
77.05188,8.34387
76.2507,10.1926
76.57853,9.39771
75.57842,11.62616
75.41245,11.86114
77.09674,8.53588
76.65564,8.82746
77.09674,8.53588
76.67398,10.81829
76.67398,10.81829
76.67283,10.81853
76.67283,10.81853
76.67459,10.81871
75.78041,11.25875
76.65564,8.82746
76.2507,10.1926
76.82877,8.61005
76.87497,8.60127
75.57842,11.62616
75.78041,11.25875
