Species Name,Endemicity Index
Tinospora sp.,0.020833333333333332
Tragia sp.,0.020833333333333332
Vitis sp.,0.020833333333333332
Wrightia tinctoria.,0.020833333333333332
Zizyphus nummularia,0.020833333333333332
Carissa congesta,0.020833333333333332
Dysoxylum binectariferum,0.020833333333333332
Erythrina variegata,0.020833333333333332
Flacourtia spp.,0.020833333333333332
Mangifera spp.,0.020833333333333332
Myristica spp.,0.020833333333333332
Pouteria tomentosa,0.020833333333333332
Salmalia malabarica,0.020833333333333332
Stereospermum personatum,0.020833333333333332
Woodfordia fruticosa,0.020833333333333332
Zizyphus rugosa,0.020833333333333332
Santalum album,0.020833333333333332
Shorea talura,0.020833333333333332
Sterospermum personatum,0.020833333333333332
Terminalia belirica,0.020833333333333332
Lagerstroemia lanceolata,0.020833333333333332
Lagerstroemia speciosa,0.020833333333333332
Machilus macrantha,0.020833333333333332
Miliusa velutina,0.020833333333333332
Actinodaphne bourdellonii,0.020833333333333332
Arundinella ciliata,0.020833333333333332
Arundinella mesophylla,0.020833333333333332
Arundinella tuberculata,0.020833333333333332
Chrysopogon zeylanicus,0.020833333333333332
Cymbopogon flexuosus,0.020833333333333332
Diospyros barberi,0.020833333333333332
Eleocarpus recurvatus,0.020833333333333332
Garcinia rubro-echinata,0.020833333333333332
Garcinia travancorica,0.020833333333333332
Gluta travancorica,0.020833333333333332
Goniothalamus rhyncantherus,0.020833333333333332
Ilex denticulata,0.020833333333333332
Ilex wightiana,0.020833333333333332
Lasianthus spp.,0.020833333333333332
Linnociera ramiflora,0.020833333333333332
Litsea wightiana,0.020833333333333332
Mahonia nepalensis,0.020833333333333332
Memecylon gracile,0.020833333333333332
Memecylon subramanii,0.020833333333333332
Michaelia nilagirica,0.020833333333333332
Microtropis spp.,0.020833333333333332
Podocarpus wallichiana,0.020833333333333332
Psychotria sp.,0.020833333333333332
Pygeum gardneri,0.020833333333333332
Rapanaea wightiana,0.020833333333333332
Rhododenron nilgiricum,0.020833333333333332
Schefflera racemosa,0.020833333333333332
Sehima nervosum,0.020833333333333332
Strobilanthes sp.,0.020833333333333332
Symplocos spp.,0.020833333333333332
Syzigium spp.,0.020833333333333332
Ternstroemia gymnanthera,0.020833333333333332
Themeda tremula,0.020833333333333332
Vernonia travancorica,0.020833333333333332
Dodonaea sp.,0.020833333333333332
Holarrhena sp.,0.020833333333333332
Albizia spp.,0.020833333333333332
Anogeissus spp.,0.020833333333333332
Bauhinia restusa,0.020833333333333332
Bauhinia variegata,0.020833333333333332
Betula spp.,0.020833333333333332
C. Indica,0.020833333333333332
Calamus lalifolius,0.020833333333333332
Calamus leptospadix,0.020833333333333332
Castanopsis tribuloides,0.020833333333333332
Cyathea spinulosa (tree ferns),0.020833333333333332
Cycas pectinata,0.020833333333333332
Engelhardtia spicata,0.020833333333333332
Erythrina spp.,0.020833333333333332
Gnetum montanus,0.020833333333333332
Olea cuspidata,0.020833333333333332
Pandanus nepalensis,0.020833333333333332
Rauwolfia serpentina,0.020833333333333332
Bombax ceiba in association with Albizia procera,0.020833333333333332
Alysicarpus vaginalis,0.0
Bambusa vulgaris,0.0
Desmodium triflorum,0.0
Dichanthium annulatum,0.0
Suaeda maritima,0.0
Tecomella undulat,0.0
Boswellia serata,0.020833333333333332
Homonoia riparia,0.020833333333333332
Salix tetrasperma,0.020833333333333332
Syzygium heyneanum,0.020833333333333332
