Ecoregion,Average_Probability
Brahmaputra_Valley_semi_evergreen_forests,0.7432952913405434
Andaman_Islands_rain_forests,0.9593746315757287
East_Deccan_moist_deciduous_forests,0.6560930409800811
Baluchistan_xeric_woodlands,0.08596913725511218
Eastern_Himalayan_subalpine_conifer_forests,0.32444187931854623
Himalayan_subtropical_broadleaf_forests,0.8414684079169188
Godavari_Krishna_mangroves,0.9513288377592869
Chhota_Nagpur_dry_deciduous_forests,0.6548137911253931
Aravalli_west_thorn_scrub_forests,0.2243636179548328
Eastern_Himalayan_alpine_shrub_and_meadows,0.0767885784822144
Eastern_Himalayan_broadleaf_forests,0.6289176629231636
Deccan_thorn_scrub_forests,0.9551399761156167
Central_Tibetan_Plateau_alpine_steppe,0.047474863346485055
East_Deccan_dry_evergreen_forests,0.920205835967393
Chin_Hills_Arakan_Yoma_montane_forests,0.8858058845975076
Central_Deccan_Plateau_dry_deciduous_forests,0.6999003277869037
Northeast_India_Myanmar_pine_forests,0.9242087829927244
Nicobar_Islands_rain_forests,0.707286114627024
Malabar_Coast_moist_forests,0.9821164189071546
Mizoram_Manipur_Kachin_rain_forests,0.9053780463132354
Lower_Gangetic_Plains_moist_deciduous_forests,0.9364644928505316
Meghalaya_subtropical_forests,0.8147324561634829
Karakoram_West_Tibetan_Plateau_alpine_steppe,0.002888654212928009
Himalayan_subtropical_pine_forests,0.5904091861005383
Northern_Triangle_temperate_forests,0.701786106654303
Narmada_Valley_dry_deciduous_forests,0.5336013601028728
Khathiar_Gir_dry_deciduous_forests,0.5082725237144541
Northwestern_Himalayan_alpine_shrub_and_meadows,0.018865267935374054
Northeast_Himalayan_subalpine_conifer_forests,0.26379771014459263
North_Deccan_dry_deciduous_forests,0.6966125343876968
Indus_River_Delta_Arabian_Sea_mangroves,0.8658804340287942
Orissa_semi_evergreen_forests,0.9749828654994126
North_Western_Ghats_montane_rain_forests,0.9368382495260448
South_Deccan_Plateau_dry_deciduous_forests,0.8827210515029235
North_Western_Ghats_moist_deciduous_forests,0.9687294231722723
Sundarbans_mangroves,0.9518802233268909
South_Western_Ghats_moist_deciduous_forests,0.858412369084955
South_Western_Ghats_montane_rain_forests,0.9543810992986212
North_Tibetan_Plateau_Kunlun_Mountains_alpine_desert,0.01222324873795993
Maldives_Lakshadweep_Chagos_Archipelago_tropical_moist_forests,0
Western_Himalayan_broadleaf_forests,0.24300298851078111
Thar_desert,0.06373355659103241
